#sample	data_type	k_cov	mixture	lineages	log_barcodes	log_errors
l_4.8_SAMEA13299878	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMEA7526208	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMEA7554050	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMN03647111	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMN06210053	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMN07660070	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.8_SAMN19657663	assembly	1	no	4.8 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.8 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMEA112804423	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMEA13295031	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMEA3374877	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMEA8742383	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMEA897903	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9.1_SAMN08795343	assembly	1	no	4.9.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMD00142943	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA112799855	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA1886019	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA3558829	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA7551569	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA7554897	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA7555424	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.9_SAMEA8616081	assembly	1	no	4.9 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.9 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA112825190	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA2682679	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA2682738	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA5164105	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA7184549	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA7184584	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMEA9976475	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMN20351583	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMN21857202	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4_SAMN28527840	assembly	1	no	4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMEA2340874	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMEA2794320	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMEA5366582	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMEA6847627	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMN14516607	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.1_SAMN30952287	assembly	1	no	5.1.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMEA13299774	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMEA1904727	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMEA1929751	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMEA3359914	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMN09090577	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.2_SAMN30961433	assembly	1	no	5.1.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA1019276	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA1117713	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA112801047	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA112804356	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA2234996	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.3_SAMEA5366591	assembly	1	no	5.1.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMEA2534695	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMEA2627018	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMEA3359917	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMEA3504595	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMEA3504623	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.4_SAMN03648312	assembly	1	no	5.1.4 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA2235018	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA2235029	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA2534641	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA2627035	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA3504605	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1.5_SAMEA6847618	assembly	1	no	5.1.5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1), 5.1.5 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA104679301	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA13292677	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA1707715	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA3391659	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA5366589	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMEA5366636	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMN09625621	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.1_SAMN28538232	assembly	1	no	5.1 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA104679300	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA112803709	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1)	
l_5.2_SAMEA13292695	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA2533627	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA4798629	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA4798645	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA7423385	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.2_SAMEA7423386	assembly	1	no	5.2 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA112804513	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA112804916	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA2235016	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA2235050	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA3391663	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA4501330	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA6153229	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5.3_SAMEA8113317	assembly	1	no	5.3 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 5.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA104679294	assembly	1	no	5 (1)	1.1.1.1 (1), 5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA1707454	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA2235060	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA2627022	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA2794355	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA3359876	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA5366617	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA6872225	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA6872246	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_5_SAMEA6872383	assembly	1	no	5 (1)	5 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMEA1118507	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMEA14460556	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMEA6456040	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMEA6872214	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMEA919901	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.1_SAMN15832760	assembly	1	no	6.1.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA14460361	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA14460433	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA14460676	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA6456180	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA6456250	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1)	
l_6.1.2_SAMEA7553054	assembly	1	no	6.1.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.2 (1, 1, 1, 1, 1, 1, 1)	
l_6.1.3_SAMEA14460384	assembly	1	no	6.1.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.3_SAMEA14460491	assembly	1	no	6.1.3 (1)	4.4.1.1.1 (1), 6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.3_SAMEA6455929	assembly	1	no	6.1.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.3_SAMEA6456077	assembly	1	no	6.1.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1)	
l_6.1.3_SAMN09090552	assembly	1	no	6.1.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.1.3_SAMN28538235	assembly	1	no	6.1.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.1.3 (1, 1, 1, 1)	
l_6.2.1_SAMEA1707459	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.1_SAMEA2235003	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.1_SAMEA2340910	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.1_SAMEA5366604	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.1_SAMEA5366625	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.1_SAMN02231130	assembly	1	no	6.2.1 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.1 (1, 1, 1, 1)	
l_6.2.2_SAMEA112250105	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.2_SAMEA112250179	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.2_SAMEA14460532	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.2_SAMEA2234999	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.2_SAMEA2340935	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.2_SAMEA2533414	assembly	1	no	6.2.2 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.3_SAMEA112799297	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.3_SAMEA112806432	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.3_SAMEA14460548	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.3_SAMEA14460632	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_6.2.3_SAMEA2533942	assembly	1	no	6.2.3 (1)	6 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 6.2.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
